Year,Value,UNIT_MEASURE
2022	NUMBER	jezero	F	5-9	21,,
2022	NUMBER	kalinovik	_T	5-9	35,,
2022	NUMBER	kalinovik	M	5-9	16,,
2022	NUMBER	kalinovik	F	5-9	19,,
2022	NUMBER	knezevo	_T	5-9	287,,
2022	NUMBER	knezevo	M	5-9	140,,
2022	NUMBER	knezevo	F	5-9	147,,
2022	NUMBER	kostajnica	_T	5-9	158,,
2022	NUMBER	kostajnica	M	5-9	79,,
2022	NUMBER	kostajnica	F	5-9	79,,
2022	NUMBER	kotor_varos	_T	5-9	783,,
2022	NUMBER	kotor_varos	M	5-9	391,,
2022	NUMBER	kotor_varos	F	5-9	392,,
2022	NUMBER	kozarska_dubica	_T	5-9	655,,
2022	NUMBER	kozarska_dubica	M	5-9	329,,
2022	NUMBER	kozarska_dubica	F	5-9	326,,
2022	NUMBER	krupa_na_uni	_T	5-9	31,,
2022	NUMBER	krupa_na_uni	M	5-9	13,,
2022	NUMBER	krupa_na_uni	F	5-9	18,,
2022	NUMBER	kupres	_T	5-9	4,,
2022	NUMBER	kupres	M	5-9	3,,
2022	NUMBER	kupres	F	5-9	1,,
2022	NUMBER	laktasi	_T	5-9	1517,,
2022	NUMBER	laktasi	M	5-9	723,,
2022	NUMBER	laktasi	F	5-9	794,,
2022	NUMBER	ljubinje	_T	5-9	127,,
2022	NUMBER	ljubinje	M	5-9	62,,
2022	NUMBER	ljubinje	F	5-9	65,,
2022	NUMBER	lopare	_T	5-9	281,,
2022	NUMBER	lopare	M	5-9	127,,
2022	NUMBER	lopare	F	5-9	154,,
2022	NUMBER	milici	_T	5-9	305,,
2022	NUMBER	milici	M	5-9	152,,
2022	NUMBER	milici	F	5-9	153,,
2022	NUMBER	modrica	_T	5-9	900,,
2022	NUMBER	modrica	M	5-9	422,,
2022	NUMBER	modrica	F	5-9	478,,
2022	NUMBER	mrkonjic_grad	_T	5-9	620,,
2022	NUMBER	mrkonjic_grad	M	5-9	316,,
2022	NUMBER	mrkonjic_grad	F	5-9	304,,
2022	NUMBER	nevesinje	_T	5-9	436,,
2022	NUMBER	nevesinje	M	5-9	199,,
2022	NUMBER	nevesinje	F	5-9	237,,
2022	NUMBER	novi_grad	_T	5-9	809,,
2022	NUMBER	novi_grad	M	5-9	400,,
2022	NUMBER	novi_grad	F	5-9	409,,
2022	NUMBER	novo_gorazde	_T	5-9	38,,
2022	NUMBER	novo_gorazde	M	5-9	10,,
2022	NUMBER	novo_gorazde	F	5-9	28,,
2022	NUMBER	osmaci	_T	5-9	122,,
2022	NUMBER	osmaci	M	5-9	57,,
2022	NUMBER	osmaci	F	5-9	65,,
2022	NUMBER	ostra_luka	_T	5-9	84,,
2022	NUMBER	ostra_luka	M	5-9	46,,
2022	NUMBER	ostra_luka	F	5-9	38,,
2022	NUMBER	pale	_T	5-9	908,,
2022	NUMBER	pale	M	5-9	424,,
2022	NUMBER	pale	F	5-9	484,,
2022	NUMBER	pelagicevo	_T	5-9	43,,
2022	NUMBER	pelagicevo	M	5-9	16,,
2022	NUMBER	pelagicevo	F	5-9	27,,
2022	NUMBER	petrovac	_T	5-9	22,,
2022	NUMBER	petrovac	M	5-9	9,,
2022	NUMBER	petrovac	F	5-9	13,,
2022	NUMBER	petrovo	_T	5-9	217,,
2022	NUMBER	petrovo	M	5-9	111,,
2022	NUMBER	petrovo	F	5-9	106,,
2022	NUMBER	prnjavor	_T	5-9	1434,,
2022	NUMBER	prnjavor	M	5-9	721,,
2022	NUMBER	prnjavor	F	5-9	713,,
2022	NUMBER	republika_srpska	_T	5-9	47796,,
2022	NUMBER	republika_srpska	M	5-9	22857,,
2022	NUMBER	republika_srpska	F	5-9	24939,,
2022	NUMBER	ribnik	_T	5-9	171,,
2022	NUMBER	ribnik	M	5-9	89,,
2022	NUMBER	ribnik	F	5-9	82,,
2022	NUMBER	rogatica	_T	5-9	403,,
2022	NUMBER	rogatica	M	5-9	200,,
2022	NUMBER	rogatica	F	5-9	203,,
2022	NUMBER	rudo	_T	5-9	146,,
2022	NUMBER	rudo	M	5-9	83,,
2022	NUMBER	rudo	F	5-9	63,,
2022	NUMBER	samac	_T	5-9	304,,
2022	NUMBER	samac	M	5-9	140,,
2022	NUMBER	samac	F	5-9	164,,
2022	NUMBER	sekovici	_T	5-9	194,,
2022	NUMBER	sekovici	M	5-9	89,,
2022	NUMBER	sekovici	F	5-9	105,,
2022	NUMBER	sipovo	_T	5-9	358,,
2022	NUMBER	sipovo	M	5-9	153,,
2022	NUMBER	sipovo	F	5-9	205,,
2022	NUMBER	sokolac	_T	5-9	424,,
2022	NUMBER	sokolac	M	5-9	188,,
2022	NUMBER	sokolac	F	5-9	236,,
2022	NUMBER	srbac	_T	5-9	698,,
2022	NUMBER	srbac	M	5-9	354,,
2022	NUMBER	srbac	F	5-9	344,,
2022	NUMBER	srebrenica	_T	5-9	275,,
2022	NUMBER	srebrenica	M	5-9	130,,
2022	NUMBER	srebrenica	F	5-9	145,,
2022	NUMBER	stanari	_T	5-9	300,,
2022	NUMBER	stanari	M	5-9	138,,
2022	NUMBER	stanari	F	5-9	162,,
2022	NUMBER	teslic	_T	5-9	1662,,
2022	NUMBER	teslic	M	5-9	787,,
2022	NUMBER	teslic	F	5-9	875,,
2022	NUMBER	trnovo	_T	5-9	30,,
2022	NUMBER	trnovo	M	5-9	14,,
2022	NUMBER	trnovo	F	5-9	16,,
2022	NUMBER	ugljevik	_T	5-9	546,,
2022	NUMBER	ugljevik	M	5-9	265,,
2022	NUMBER	ugljevik	F	5-9	281,,
2022	NUMBER	visegrad	_T	5-9	236,,
2022	NUMBER	visegrad	M	5-9	110,,
2022	NUMBER	visegrad	F	5-9	126,,
2022	NUMBER	vlasenica	_T	5-9	347,,
2022	NUMBER	vlasenica	M	5-9	174,,
2022	NUMBER	vlasenica	F	5-9	173,,
2022	NUMBER	vukosavlje	_T	5-9	166,,
2022	NUMBER	vukosavlje	M	5-9	84,,
2022	NUMBER	vukosavlje	F	5-9	82,,
2022	NUMBER	berkovici	_T	60-64	120,,
2022	NUMBER	berkovici	M	60-64	50,,
2022	NUMBER	berkovici	F	60-64	70,,
2022	NUMBER	bileca	_T	60-64	723,,
2022	NUMBER	bileca	M	60-64	361,,
2022	NUMBER	bileca	F	60-64	362,,
2022	NUMBER	bratunac	_T	60-64	1467,,
2022	NUMBER	bratunac	M	60-64	781,,
2022	NUMBER	bratunac	F	60-64	686,,
2022	NUMBER	brod	_T	60-64	1123,,
2022	NUMBER	brod	M	60-64	603,,
2022	NUMBER	brod	F	60-64	520,,
2022	NUMBER	cajnice	_T	60-64	357,,
2022	NUMBER	cajnice	M	60-64	189,,
2022	NUMBER	cajnice	F	60-64	168,,
2022	NUMBER	celinac	_T	60-64	1113,,
2022	NUMBER	celinac	M	60-64	565,,
2022	NUMBER	celinac	F	60-64	548,,
2022	NUMBER	donji_zabar	_T	60-64	223,,
2022	NUMBER	donji_zabar	M	60-64	99,,
2022	NUMBER	donji_zabar	F	60-64	124,,
2022	NUMBER	foca	_T	60-64	1380,,
2022	NUMBER	foca	M	60-64	689,,
2022	NUMBER	foca	F	60-64	691,,
2022	NUMBER	gacko	_T	60-64	679,,
2022	NUMBER	gacko	M	60-64	331,,
2022	NUMBER	gacko	F	60-64	348,,
2022	NUMBER	grad_banja_luka	_T	60-64	12601,,
2022	NUMBER	grad_banja_luka	M	60-64	6886,,
2022	NUMBER	grad_banja_luka	F	60-64	5715,,
2022	NUMBER	grad_bijeljina	_T	60-64	7696,,
2022	NUMBER	grad_bijeljina	M	60-64	3989,,
2022	NUMBER	grad_bijeljina	F	60-64	3707,,
2022	NUMBER	grad_derventa	_T	60-64	1737,,
2022	NUMBER	grad_derventa	M	60-64	878,,
2022	NUMBER	grad_derventa	F	60-64	859,,
2022	NUMBER	grad_doboj	_T	60-64	4527,,
2022	NUMBER	grad_doboj	M	60-64	2473,,
2022	NUMBER	grad_doboj	F	60-64	2054,,
2022	NUMBER	grad_gradiska	_T	60-64	3444,,
2022	NUMBER	grad_gradiska	M	60-64	1840,,
2022	NUMBER	grad_gradiska	F	60-64	1604,,
2022	NUMBER	grad_prijedor	_T	60-64	6123,,
2022	NUMBER	grad_prijedor	M	60-64	3119,,
2022	NUMBER	grad_prijedor	F	60-64	3004,,
2022	NUMBER	grad_trebinje	_T	60-64	2157,,
2022	NUMBER	grad_trebinje	M	60-64	1176,,
2022	NUMBER	grad_trebinje	F	60-64	981,,
2022	NUMBER	grad_zvornik	_T	60-64	3991,,
2022	NUMBER	grad_zvornik	M	60-64	2141,,
2022	NUMBER	grad_zvornik	F	60-64	1850,,
2022	NUMBER	han_pijesak	_T	60-64	296,,
2022	NUMBER	han_pijesak	M	60-64	147,,
2022	NUMBER	han_pijesak	F	60-64	149,,
2022	NUMBER	istocna_ilidza	_T	60-64	1101,,
2022	NUMBER	istocna_ilidza	M	60-64	618,,
2022	NUMBER	istocna_ilidza	F	60-64	483,,
2022	NUMBER	istocni_drvar	_T	60-64	7,,
2022	NUMBER	istocni_drvar	M	60-64	0,,
2022	NUMBER	istocni_drvar	F	60-64	7,,
2022	NUMBER	istocni_mostar	_T	60-64	12,,
2022	NUMBER	istocni_mostar	M	60-64	3,,
2022	NUMBER	istocni_mostar	F	60-64	9,,
2022	NUMBER	istocni_stari_grad	_T	60-64	87,,
2022	NUMBER	istocni_stari_grad	M	60-64	47,,
2022	NUMBER	istocni_stari_grad	F	60-64	40,,
2022	NUMBER	istocno_novo_sarajevo	_T	60-64	862,,
2022	NUMBER	istocno_novo_sarajevo	M	60-64	483,,
2022	NUMBER	istocno_novo_sarajevo	F	60-64	379,,
2022	NUMBER	jezero	_T	60-64	88,,
2022	NUMBER	jezero	M	60-64	42,,
2022	NUMBER	jezero	F	60-64	46,,
2022	NUMBER	kalinovik	_T	60-64	170,,
2022	NUMBER	kalinovik	M	60-64	74,,
2022	NUMBER	kalinovik	F	60-64	96,,
2022	NUMBER	knezevo	_T	60-64	676,,
2022	NUMBER	knezevo	M	60-64	352,,
2022	NUMBER	knezevo	F	60-64	324,,
2022	NUMBER	kostajnica	_T	60-64	466,,
2022	NUMBER	kostajnica	M	60-64	252,,
2022	NUMBER	kostajnica	F	60-64	214,,
2022	NUMBER	kotor_varos	_T	60-64	1197,,
2022	NUMBER	kotor_varos	M	60-64	639,,
2022	NUMBER	kotor_varos	F	60-64	558,,
2022	NUMBER	kozarska_dubica	_T	60-64	1646,,
2022	NUMBER	kozarska_dubica	M	60-64	851,,
2022	NUMBER	kozarska_dubica	F	60-64	795,,
2022	NUMBER	krupa_na_uni	_T	60-64	114,,
2022	NUMBER	krupa_na_uni	M	60-64	44,,
2022	NUMBER	krupa_na_uni	F	60-64	70,,
2022	NUMBER	kupres	_T	60-64	17,,
2022	NUMBER	kupres	M	60-64	6,,
2022	NUMBER	kupres	F	60-64	11,,
2022	NUMBER	laktasi	_T	60-64	2460,,
2022	NUMBER	laktasi	M	60-64	1300,,
2022	NUMBER	laktasi	F	60-64	1160,,
2022	NUMBER	ljubinje	_T	60-64	277,,
2022	NUMBER	ljubinje	M	60-64	138,,
2022	NUMBER	ljubinje	F	60-64	139,,
2022	NUMBER	lopare	_T	60-64	1193,,
2022	NUMBER	lopare	M	60-64	571,,
2022	NUMBER	lopare	F	60-64	622,,
2022	NUMBER	milici	_T	60-64	874,,
2022	NUMBER	milici	M	60-64	479,,
2022	NUMBER	milici	F	60-64	395,,
2022	NUMBER	modrica	_T	60-64	1788,,
2022	NUMBER	modrica	M	60-64	939,,
2022	NUMBER	modrica	F	60-64	849,,
2022	NUMBER	mrkonjic_grad	_T	60-64	978,,
2022	NUMBER	mrkonjic_grad	M	60-64	560,,
2022	NUMBER	mrkonjic_grad	F	60-64	418,,
2022	NUMBER	nevesinje	_T	60-64	824,,
2022	NUMBER	nevesinje	M	60-64	399,,
2022	NUMBER	nevesinje	F	60-64	425,,
2022	NUMBER	novi_grad	_T	60-64	2016,,
2022	NUMBER	novi_grad	M	60-64	996,,
2022	NUMBER	novi_grad	F	60-64	1020,,
2022	NUMBER	novo_gorazde	_T	60-64	247,,
2022	NUMBER	novo_gorazde	M	60-64	129,,
2022	NUMBER	novo_gorazde	F	60-64	118,,
2022	NUMBER	osmaci	_T	60-64	390,,
2022	NUMBER	osmaci	M	60-64	203,,
2022	NUMBER	osmaci	F	60-64	187,,
2022	NUMBER	ostra_luka	_T	60-64	151,,
2022	NUMBER	ostra_luka	M	60-64	74,,
2022	NUMBER	ostra_luka	F	60-64	77,,
2022	NUMBER	pale	_T	60-64	1600,,
2022	NUMBER	pale	M	60-64	859,,
2022	NUMBER	pale	F	60-64	741,,
2022	NUMBER	pelagicevo	_T	60-64	309,,
2022	NUMBER	pelagicevo	M	60-64	137,,
2022	NUMBER	pelagicevo	F	60-64	172,,
2022	NUMBER	petrovac	_T	60-64	54,,
2022	NUMBER	petrovac	M	60-64	26,,
2022	NUMBER	petrovac	F	60-64	28,,
2022	NUMBER	petrovo	_T	60-64	502,,
2022	NUMBER	petrovo	M	60-64	268,,
2022	NUMBER	petrovo	F	60-64	234,,
2022	NUMBER	prnjavor	_T	60-64	2166,,
2022	NUMBER	prnjavor	M	60-64	1132,,
2022	NUMBER	prnjavor	F	60-64	1034,,
2022	NUMBER	republika_srpska	_T	60-64	85329,,
2022	NUMBER	republika_srpska	M	60-64	44851,,
2022	NUMBER	republika_srpska	F	60-64	40478,,
2022	NUMBER	ribnik	_T	60-64	398,,
2022	NUMBER	ribnik	M	60-64	195,,
2022	NUMBER	ribnik	F	60-64	203,,
2022	NUMBER	rogatica	_T	60-64	797,,
2022	NUMBER	rogatica	M	60-64	413,,
2022	NUMBER	rogatica	F	60-64	384,,
2022	NUMBER	rudo	_T	60-64	588,,
2022	NUMBER	rudo	M	60-64	302,,
2022	NUMBER	rudo	F	60-64	286,,
2022	NUMBER	samac	_T	60-64	1182,,
2022	NUMBER	samac	M	60-64	640,,
2022	NUMBER	samac	F	60-64	542,,
2022	NUMBER	sekovici	_T	60-64	520,,
2022	NUMBER	sekovici	M	60-64	273,,
2022	NUMBER	sekovici	F	60-64	247,,
2022	NUMBER	sipovo	_T	60-64	766,,
2022	NUMBER	sipovo	M	60-64	376,,
2022	NUMBER	sipovo	F	60-64	390,,
2022	NUMBER	sokolac	_T	60-64	939,,
2022	NUMBER	sokolac	M	60-64	494,,
2022	NUMBER	sokolac	F	60-64	445,,
2022	NUMBER	srbac	_T	60-64	1132,,
2022	NUMBER	srbac	M	60-64	589,,
2022	NUMBER	srbac	F	60-64	543,,
2022	NUMBER	srebrenica	_T	60-64	782,,
2022	NUMBER	srebrenica	M	60-64	381,,
2022	NUMBER	srebrenica	F	60-64	401,,
2022	NUMBER	stanari	_T	60-64	542,,
2022	NUMBER	stanari	M	60-64	280,,
2022	NUMBER	stanari	F	60-64	262,,
2022	NUMBER	teslic	_T	60-64	2485,,
2022	NUMBER	teslic	M	60-64	1379,,
2022	NUMBER	teslic	F	60-64	1106,,
2022	NUMBER	trnovo	_T	60-64	199,,
2022	NUMBER	trnovo	M	60-64	105,,
2022	NUMBER	trnovo	F	60-64	94,,
2022	NUMBER	ugljevik	_T	60-64	1116,,
2022	NUMBER	ugljevik	M	60-64	522,,
2022	NUMBER	ugljevik	F	60-64	594,,
2022	NUMBER	visegrad	_T	60-64	773,,
2022	NUMBER	visegrad	M	60-64	403,,
2022	NUMBER	visegrad	F	60-64	370,,
2022	NUMBER	vlasenica	_T	60-64	800,,
2022	NUMBER	vlasenica	M	60-64	424,,
2022	NUMBER	vlasenica	F	60-64	376,,
2022	NUMBER	vukosavlje	_T	60-64	281,,
2022	NUMBER	vukosavlje	M	60-64	137,,
2022	NUMBER	vukosavlje	F	60-64	144,,
2022	NUMBER	berkovici	_T	65-69	114,,
2022	NUMBER	berkovici	M	65-69	64,,
2022	NUMBER	berkovici	F	65-69	50,,
2022	NUMBER	bileca	_T	65-69	669,,
2022	NUMBER	bileca	M	65-69	359,,
2022	NUMBER	bileca	F	65-69	310,,
2022	NUMBER	bratunac	_T	65-69	1313,,
2022	NUMBER	bratunac	M	65-69	707,,
2022	NUMBER	bratunac	F	65-69	606,,
2022	NUMBER	brod	_T	65-69	1077,,
2022	NUMBER	brod	M	65-69	580,,
2022	NUMBER	brod	F	65-69	497,,
2022	NUMBER	cajnice	_T	65-69	322,,
2022	NUMBER	cajnice	M	65-69	154,,
2022	NUMBER	cajnice	F	65-69	168,,
2022	NUMBER	celinac	_T	65-69	1092,,
2022	NUMBER	celinac	M	65-69	552,,
2022	NUMBER	celinac	F	65-69	540,,
2022	NUMBER	donji_zabar	_T	65-69	239,,
2022	NUMBER	donji_zabar	M	65-69	115,,
2022	NUMBER	donji_zabar	F	65-69	124,,
2022	NUMBER	foca	_T	65-69	1396,,
2022	NUMBER	foca	M	65-69	704,,
2022	NUMBER	foca	F	65-69	692,,
2022	NUMBER	gacko	_T	65-69	583,,
2022	NUMBER	gacko	M	65-69	284,,
2022	NUMBER	gacko	F	65-69	299,,
2022	NUMBER	grad_banja_luka	_T	65-69	12507,,
2022	NUMBER	grad_banja_luka	M	65-69	6990,,
2022	NUMBER	grad_banja_luka	F	65-69	5517,,
2022	NUMBER	grad_bijeljina	_T	65-69	7523,,
2022	NUMBER	grad_bijeljina	M	65-69	4086,,
2022	NUMBER	grad_bijeljina	F	65-69	3437,,
2022	NUMBER	grad_derventa	_T	65-69	1672,,
2022	NUMBER	grad_derventa	M	65-69	910,,
2022	NUMBER	grad_derventa	F	65-69	762,,
2022	NUMBER	grad_doboj	_T	65-69	4368,,
2022	NUMBER	grad_doboj	M	65-69	2426,,
2022	NUMBER	grad_doboj	F	65-69	1942,,
2022	NUMBER	grad_gradiska	_T	65-69	3746,,
2022	NUMBER	grad_gradiska	M	65-69	2032,,
2022	NUMBER	grad_gradiska	F	65-69	1714,,
2022	NUMBER	grad_prijedor	_T	65-69	5665,,
2022	NUMBER	grad_prijedor	M	65-69	3116,,
2022	NUMBER	grad_prijedor	F	65-69	2549,,
2022	NUMBER	grad_trebinje	_T	65-69	2048,,
2022	NUMBER	grad_trebinje	M	65-69	1124,,
2022	NUMBER	grad_trebinje	F	65-69	924,,
2022	NUMBER	grad_zvornik	_T	65-69	3785,,
2022	NUMBER	grad_zvornik	M	65-69	2017,,
2022	NUMBER	grad_zvornik	F	65-69	1768,,
2022	NUMBER	han_pijesak	_T	65-69	307,,
2022	NUMBER	han_pijesak	M	65-69	160,,
2022	NUMBER	han_pijesak	F	65-69	147,,
2022	NUMBER	istocna_ilidza	_T	65-69	1167,,
2022	NUMBER	istocna_ilidza	M	65-69	641,,
2022	NUMBER	istocna_ilidza	F	65-69	526,,
2022	NUMBER	istocni_drvar	_T	65-69	9,,
2022	NUMBER	istocni_drvar	M	65-69	3,,
2022	NUMBER	istocni_drvar	F	65-69	6,,
2022	NUMBER	istocni_mostar	_T	65-69	4,,
2022	NUMBER	istocni_mostar	M	65-69	0,,
2022	NUMBER	istocni_mostar	F	65-69	4,,
2022	NUMBER	istocni_stari_grad	_T	65-69	96,,
2022	NUMBER	istocni_stari_grad	M	65-69	50,,
2022	NUMBER	istocni_stari_grad	F	65-69	46,,
2022	NUMBER	istocno_novo_sarajevo	_T	65-69	954,,
2022	NUMBER	istocno_novo_sarajevo	M	65-69	540,,
2022	NUMBER	istocno_novo_sarajevo	F	65-69	414,,
2022	NUMBER	jezero	_T	65-69	77,,
2022	NUMBER	jezero	M	65-69	36,,
2022	NUMBER	jezero	F	65-69	41,,
2022	NUMBER	kalinovik	_T	65-69	173,,
2022	NUMBER	kalinovik	M	65-69	101,,
2022	NUMBER	kalinovik	F	65-69	72,,
2022	NUMBER	knezevo	_T	65-69	628,,
2022	NUMBER	knezevo	M	65-69	360,,
2022	NUMBER	knezevo	F	65-69	268,,
2022	NUMBER	kostajnica	_T	65-69	442,,
2022	NUMBER	kostajnica	M	65-69	222,,
2022	NUMBER	kostajnica	F	65-69	220,,
2022	NUMBER	kotor_varos	_T	65-69	1097,,
2022	NUMBER	kotor_varos	M	65-69	614,,
2022	NUMBER	kotor_varos	F	65-69	483,,
2022	NUMBER	kozarska_dubica	_T	65-69	1585,,
2022	NUMBER	kozarska_dubica	M	65-69	823,,
2022	NUMBER	kozarska_dubica	F	65-69	762,,
2022	NUMBER	krupa_na_uni	_T	65-69	108,,
2022	NUMBER	krupa_na_uni	M	65-69	51,,
2022	NUMBER	krupa_na_uni	F	65-69	57,,
2022	NUMBER	kupres	_T	65-69	17,,
2022	NUMBER	kupres	M	65-69	8,,
2022	NUMBER	kupres	F	65-69	9,,
2022	NUMBER	laktasi	_T	65-69	2431,,
2022	NUMBER	laktasi	M	65-69	1273,,
2022	NUMBER	laktasi	F	65-69	1158,,
2022	NUMBER	ljubinje	_T	65-69	243,,
2022	NUMBER	ljubinje	M	65-69	116,,
2022	NUMBER	ljubinje	F	65-69	127,,
2022	NUMBER	lopare	_T	65-69	1058,,
2022	NUMBER	lopare	M	65-69	505,,
2022	NUMBER	lopare	F	65-69	553,,
2022	NUMBER	milici	_T	65-69	760,,
2022	NUMBER	milici	M	65-69	392,,
2022	NUMBER	milici	F	65-69	368,,
2022	NUMBER	modrica	_T	65-69	1712,,
2022	NUMBER	modrica	M	65-69	944,,
2022	NUMBER	modrica	F	65-69	768,,
2022	NUMBER	mrkonjic_grad	_T	65-69	1234,,
2022	NUMBER	mrkonjic_grad	M	65-69	687,,
2022	NUMBER	mrkonjic_grad	F	65-69	547,,
2022	NUMBER	nevesinje	_T	65-69	843,,
2022	NUMBER	nevesinje	M	65-69	422,,
2022	NUMBER	nevesinje	F	65-69	421,,
2022	NUMBER	novi_grad	_T	65-69	1833,,
2022	NUMBER	novi_grad	M	65-69	946,,
2022	NUMBER	novi_grad	F	65-69	887,,
2022	NUMBER	novo_gorazde	_T	65-69	255,,
2022	NUMBER	novo_gorazde	M	65-69	109,,
2022	NUMBER	novo_gorazde	F	65-69	146,,
2022	NUMBER	osmaci	_T	65-69	349,,
2022	NUMBER	osmaci	M	65-69	205,,
2022	NUMBER	osmaci	F	65-69	144,,
2022	NUMBER	ostra_luka	_T	65-69	163,,
2022	NUMBER	ostra_luka	M	65-69	92,,
2022	NUMBER	ostra_luka	F	65-69	71,,
2022	NUMBER	pale	_T	65-69	1640,,
2022	NUMBER	pale	M	65-69	900,,
2022	NUMBER	pale	F	65-69	740,,
2022	NUMBER	pelagicevo	_T	65-69	328,,
2022	NUMBER	pelagicevo	M	65-69	152,,
2022	NUMBER	pelagicevo	F	65-69	176,,
2022	NUMBER	petrovac	_T	65-69	63,,
2022	NUMBER	petrovac	M	65-69	24,,
2022	NUMBER	petrovac	F	65-69	39,,
2022	NUMBER	petrovo	_T	65-69	494,,
2022	NUMBER	petrovo	M	65-69	247,,
2022	NUMBER	petrovo	F	65-69	247,,
2022	NUMBER	prnjavor	_T	65-69	2241,,
2022	NUMBER	prnjavor	M	65-69	1273,,
2022	NUMBER	prnjavor	F	65-69	968,,
2022	NUMBER	republika_srpska	_T	65-69	83893,,
2022	NUMBER	republika_srpska	M	65-69	45337,,
2022	NUMBER	republika_srpska	F	65-69	38556,,
2022	NUMBER	ribnik	_T	65-69	408,,
2022	NUMBER	ribnik	M	65-69	222,,
2022	NUMBER	ribnik	F	65-69	186,,
2022	NUMBER	rogatica	_T	65-69	850,,
2022	NUMBER	rogatica	M	65-69	471,,
2022	NUMBER	rogatica	F	65-69	379,,
2022	NUMBER	rudo	_T	65-69	595,,
2022	NUMBER	rudo	M	65-69	304,,
2022	NUMBER	rudo	F	65-69	291,,
2022	NUMBER	samac	_T	65-69	1176,,
2022	NUMBER	samac	M	65-69	626,,
2022	NUMBER	samac	F	65-69	550,,
2022	NUMBER	sekovici	_T	65-69	551,,
2022	NUMBER	sekovici	M	65-69	298,,
2022	NUMBER	sekovici	F	65-69	253,,
2022	NUMBER	sipovo	_T	65-69	845,,
2022	NUMBER	sipovo	M	65-69	447,,
2022	NUMBER	sipovo	F	65-69	398,,
2022	NUMBER	sokolac	_T	65-69	962,,
2022	NUMBER	sokolac	M	65-69	505,,
2022	NUMBER	sokolac	F	65-69	457,,
2022	NUMBER	srbac	_T	65-69	1180,,
2022	NUMBER	srbac	M	65-69	633,,
2022	NUMBER	srbac	F	65-69	547,,
2022	NUMBER	srebrenica	_T	65-69	760,,
2022	NUMBER	srebrenica	M	65-69	428,,
2022	NUMBER	srebrenica	F	65-69	332,,
2022	NUMBER	stanari	_T	65-69	608,,
2022	NUMBER	stanari	M	65-69	315,,
2022	NUMBER	stanari	F	65-69	293,,
2022	NUMBER	teslic	_T	65-69	2482,,
2022	NUMBER	teslic	M	65-69	1393,,
2022	NUMBER	teslic	F	65-69	1089,,
2022	NUMBER	trnovo	_T	65-69	216,,
2022	NUMBER	trnovo	M	65-69	108,,
2022	NUMBER	trnovo	F	65-69	108,,
2022	NUMBER	ugljevik	_T	65-69	992,,
2022	NUMBER	ugljevik	M	65-69	477,,
2022	NUMBER	ugljevik	F	65-69	515,,
2022	NUMBER	visegrad	_T	65-69	790,,
2022	NUMBER	visegrad	M	65-69	428,,
2022	NUMBER	visegrad	F	65-69	362,,
2022	NUMBER	vlasenica	_T	65-69	814,,
2022	NUMBER	vlasenica	M	65-69	440,,
2022	NUMBER	vlasenica	F	65-69	374,,
2022	NUMBER	vukosavlje	_T	65-69	234,,
2022	NUMBER	vukosavlje	M	65-69	126,,
2022	NUMBER	vukosavlje	F	65-69	108,,
2022	NUMBER	berkovici	_T	70-74	114,,
2022	NUMBER	berkovici	M	70-74	60,,
2022	NUMBER	berkovici	F	70-74	54,,
2022	NUMBER	bileca	_T	70-74	547,,
2022	NUMBER	bileca	M	70-74	316,,
2022	NUMBER	bileca	F	70-74	231,,
2022	NUMBER	bratunac	_T	70-74	948,,
2022	NUMBER	bratunac	M	70-74	575,,
2022	NUMBER	bratunac	F	70-74	373,,
2022	NUMBER	brod	_T	70-74	837,,
2022	NUMBER	brod	M	70-74	461,,
2022	NUMBER	brod	F	70-74	376,,
2022	NUMBER	cajnice	_T	70-74	298,,
2022	NUMBER	cajnice	M	70-74	167,,
2022	NUMBER	cajnice	F	70-74	131,,
2022	NUMBER	celinac	_T	70-74	732,,
2022	NUMBER	celinac	M	70-74	405,,
2022	NUMBER	celinac	F	70-74	327,,
2022	NUMBER	donji_zabar	_T	70-74	213,,
2022	NUMBER	donji_zabar	M	70-74	112,,
2022	NUMBER	donji_zabar	F	70-74	101,,
2022	NUMBER	foca	_T	70-74	988,,
2022	NUMBER	foca	M	70-74	549,,
2022	NUMBER	foca	F	70-74	439,,
2022	NUMBER	gacko	_T	70-74	427,,
2022	NUMBER	gacko	M	70-74	240,,
2022	NUMBER	gacko	F	70-74	187,,
2022	NUMBER	grad_banja_luka	_T	70-74	10040,,
2022	NUMBER	grad_banja_luka	M	70-74	5829,,
2022	NUMBER	grad_banja_luka	F	70-74	4211,,
2022	NUMBER	grad_bijeljina	_T	70-74	6025,,
2022	NUMBER	grad_bijeljina	M	70-74	3370,,
2022	NUMBER	grad_bijeljina	F	70-74	2655,,
2022	NUMBER	grad_derventa	_T	70-74	1473,,
2022	NUMBER	grad_derventa	M	70-74	828,,
2022	NUMBER	grad_derventa	F	70-74	645,,
2022	NUMBER	grad_doboj	_T	70-74	3073,,
2022	NUMBER	grad_doboj	M	70-74	1759,,
2022	NUMBER	grad_doboj	F	70-74	1314,,
2022	NUMBER	grad_gradiska	_T	70-74	3226,,
2022	NUMBER	grad_gradiska	M	70-74	1724,,
2022	NUMBER	grad_gradiska	F	70-74	1502,,
2022	NUMBER	grad_prijedor	_T	70-74	4688,,
2022	NUMBER	grad_prijedor	M	70-74	2640,,
